State,Latitude,Longitude,NO2,O3,SO2,CO,Month,Year
Kansas,38.5266,-96.726486,30.46666667,16.9,17.93333333,10,11,2015
Louisiana,31.169546,-91.867805,32.7,26.1,14.03333333,6.433333333,11,2015
Maine,44.693947,-69.381927,7.733333333,24,0.866666667,2.133333333,11,2015
Maryland,39.063946,-76.802101,24.45,18.46666667,14.56666667,7.55,11,2015
Massachusetts,42.230171,-71.530106,30.18518519,16.14814815,10.48148148,7.37037037,11,2015
New Jersey,40.298904,-74.521011,30.96666667,17.16666667,13.6,7.533333333,11,2015
New York,42.165726,-74.948051,32.65289256,18.46280992,18.53719008,7.388429752,11,2015
North Carolina,35.630066,-79.806419,32.1,25.56666667,28.4,8.583333333,11,2015
Oklahoma,35.565342,-96.928917,20.48214286,27.28571429,5.035714286,4.321428571,11,2015
Oregon,44.572021,-122.070938,23.4,14.24,4.08,11.24,11,2015
Pennsylvania,40.590752,-77.209755,26.75,14.32142857,13.25,7.392857143,11,2015
South Carolina,33.856892,-80.945007,7.6,31.33333333,6.633333333,1.533333333,11,2015
Texas,31.054487,-97.563461,30.42285714,27.77714286,5.765714286,5.651428571,11,2015
Virginia,37.769337,-78.169968,27,22.5,20,9.25,11,2015
Wyoming,43.07597,-107.30249,7.807692308,33.80769231,1.346153846,2.269230769,11,2015
Arizona,34.048927,-111.431221,39.24193548,34.59677419,4.048387097,9.870967742,10,2015
Arkansas,34.969704,-92.373123,21.96774194,29.16129032,7.096774194,8.806451613,10,2015
California,36.116203,-119.681564,29.37424058,32.86269745,4.629404617,8.461725395,10,2015
Colorado,39.059811,-105.311104,41.60655738,23.83606557,10,9.93442623,10,2015
Country Of Mexico,34.840515,-106.248482,48.19230769,32.84615385,12.5,22.46153846,10,2015
District Of Columbia,38.897438,-77.026817,28.76666667,31.9,15.86666667,19.43333333,10,2015
Florida,27.766279,-81.686783,8.661290323,29.11290323,2.629032258,2.838709677,10,2015
Illinois,40.349457,-88.986137,28.91129032,22.17741935,9.25,4.532258065,10,2015
Iowa,42.011539,-93.210526,16.03389831,24.15254237,1.237288136,3.406779661,10,2015
Kansas,38.5266,-96.726486,26.83870968,25.29032258,12.80645161,7.387096774,10,2015
Louisiana,31.169546,-91.867805,26.51612903,30.19354839,9.935483871,7.709677419,10,2015
Maine,44.693947,-69.381927,5.806451613,24.03225806,1.096774194,1.677419355,10,2015
Maryland,39.063946,-76.802101,23.77419355,31.75806452,17.12903226,5.612903226,10,2015
Massachusetts,42.230171,-71.530106,31.87096774,18.22580645,8.806451613,7.161290323,10,2015
Missouri,38.456085,-92.288368,25.90322581,28.70967742,22.25806452,7.516129032,10,2015
New Jersey,40.298904,-74.521011,27.12903226,26.61290323,14.09677419,3.741935484,10,2015
New York,42.165726,-74.948051,28.90322581,24.55483871,11.52258065,5.412903226,10,2015
North Carolina,35.630066,-79.806419,29.61290323,34.35483871,14.64516129,6.467741935,10,2015
Oklahoma,35.565342,-96.928917,15.66666667,33.24074074,2.87037037,3.148148148,10,2015
Oregon,44.572021,-122.070938,20.22580645,15.61290323,1.806451613,10.32258065,10,2015
Pennsylvania,40.590752,-77.209755,24.63929619,28.27077224,20.63085938,3.988269795,10,2015
South Carolina,33.856892,-80.945007,4.548387097,30.29032258,2.64516129,2.032258065,10,2015
Texas,31.054487,-97.563461,29.58100559,35.91620112,7.12849162,4.94972067,10,2015
Virginia,37.769337,-78.169968,24.37903226,30.98387097,12.74193548,4.677419355,10,2015
Wyoming,43.07597,-107.30249,6.193548387,34.25806452,0.064516129,0.483870968,10,2015
Arizona,34.048927,-111.431221,29.96666667,43.23333333,2.766666667,6.158333333,9,2015
Arkansas,34.969704,-92.373123,25.24137931,38.55172414,6.344827586,8.896551724,9,2015
California,36.116203,-119.681564,21.16623711,38.54896907,3.837628866,5.264175258,9,2015
Colorado,39.059811,-105.311104,39.98333333,34,14.88333333,7.933333333,9,2015
Connecticut,41.597782,-72.755371,24.86363636,37.13636364,5.409090909,4.272727273,9,2015
District Of Columbia,38.897438,-77.026817,31.4,48.46666667,17.1,15.6,9,2015
Florida,27.766279,-81.686783,9.9,31.33333333,3.75,2.766666667,9,2015
Illinois,40.349457,-88.986137,27.11666667,32.93888889,12.26666667,4.588888889,9,2015
Indiana,39.849426,-86.258278,25,48.43333333,14.53333333,6.933333333,9,2015
Iowa,42.011539,-93.210526,15.70454545,34.09090909,2.340909091,3.772727273,9,2015
Kansas,38.5266,-96.726486,27.83333333,35.3,15.5,5.033333333,9,2015
Louisiana,31.169546,-91.867805,22.3,36.9,4.933333333,5.3,9,2015
Maine,44.693947,-69.381927,4.033333333,26.23333333,1.933333333,1.466666667,9,2015
Maryland,39.063946,-76.802101,23.03921569,45.35294118,20.64705882,4.68627451,9,2015
Massachusetts,42.230171,-71.530106,28.86666667,26.5,9.866666667,4.433333333,9,2015
Missouri,38.456085,-92.288368,31.06666667,48.86666667,28.83333333,8.466666667,9,2015
New Hampshire,43.452492,-71.563896,17.23333333,32.93333333,9.966666667,7.266666667,9,2015
New Jersey,40.298904,-74.521011,26.66666667,43.6,13,3.5,9,2015
New York,42.165726,-74.948051,30.85333333,32.66666667,8.013333333,5.24,9,2015
North Carolina,35.630066,-79.806419,28.6,58.26666667,14.33333333,5.483333333,9,2015
Oklahoma,35.565342,-96.928917,17.72043011,38.70967742,3,3.924731183,9,2015
Oregon,44.572021,-122.070938,20.06666667,22.26666667,1.633333333,4.5,9,2015
Pennsylvania,40.590752,-77.209755,22.39915523,43.13727561,21.43940991,3.894514768,9,2015
South Carolina,33.856892,-80.945007,3.433333333,32.2,2.366666667,1.666666667,9,2015
Texas,31.054487,-97.563461,21.46107784,41.40718563,5.191616766,3.77245509,9,2015
Virginia,37.769337,-78.169968,24.51785714,46.95535714,17.05357143,5.294642857,9,2015
Wyoming,43.07597,-107.30249,6.033333333,42.86666667,0,0.433333333,9,2015
Arizona,34.048927,-111.431221,43.61325967,51.9558011,4.121546961,7.263736264,4,2016
Arkansas,34.969704,-92.373123,18.46666667,36.8,4.066666667,4.7,4,2016
California,36.116203,-119.681564,23.93147503,45.46457607,3.369337979,5.016260163,4,2016
Colorado,39.059811,-105.311104,36.16666667,46.2,7.7,4.766666667,4,2016
Connecticut,41.597782,-72.755371,26.41111111,39.3,5.888888889,4.588888889,4,2016
Country Of Mexico,34.840515,-106.248482,42.02272727,31.95454545,4.022727273,16.06818182,4,2016
District Of Columbia,38.897438,-77.026817,30.86666667,37.83333333,11.1,11.33333333,4,2016
Florida,27.766279,-81.686783,12.51666667,47.25,4.1,1.366666667,4,2016
Illinois,40.349457,-88.986137,29.57798165,31.33944954,8.256880734,4.412844037,4,2016
Indiana,39.849426,-86.258278,20.66666667,34.26666667,5.166666667,5.866666667,4,2016
Iowa,42.011539,-93.210526,15.70103093,37.44329897,2.755102041,3.443298969,4,2016
Kansas,38.5266,-96.726486,26.8,32.63333333,11.06666667,6.033333333,4,2016
Louisiana,31.169546,-91.867805,30.56666667,37.16666667,16.66666667,4,4,2016
Maine,44.693947,-69.381927,5.833333333,40.6,3.1,2.033333333,4,2016
Maryland,39.063946,-76.802101,24.44067797,41.6440678,12.15254237,4.779661017,4,2016
Massachusetts,42.230171,-71.530106,35.86666667,29.93333333,7.233333333,3.266666667,4,2016
Missouri,38.456085,-92.288368,25.1,36.8,13.86666667,5.533333333,4,2016
New Hampshire,43.452492,-71.563896,20,40.93333333,10.56666667,6.033333333,4,2016
New Jersey,40.298904,-74.521011,28.96666667,39.8,7.333333333,4,4,2016
New York,42.165726,-74.948051,31.36666667,38.85833333,12.275,3.916666667,4,2016
North Carolina,35.630066,-79.806419,23,41.7,13.46666667,4.566666667,4,2016
North Dakota,47.528912,-99.784012,15.8,39.03333333,0.166666667,2.233333333,4,2016
Oklahoma,35.565342,-96.928917,22.28571429,35.42857143,2,5.142857143,4,2016
Oregon,44.572021,-122.070938,20.62962963,31.59259259,2.074074074,5.555555556,4,2016
Pennsylvania,40.590752,-77.209755,25.73521127,42.52957746,15.78651685,3.921126761,4,2016
South Carolina,33.856892,-80.945007,4.1875,48.8125,3.9375,1.75,4,2016
Texas,31.054487,-97.563461,22.2816092,39.47701149,4.902298851,3.471264368,4,2016
Virginia,37.769337,-78.169968,26.15981735,39.53424658,12.0456621,6.263636364,4,2016
Wyoming,43.07597,-107.30249,4.321428571,43.67857143,0.035714286,1.178571429,4,2016
Arizona,34.048927,-111.431221,20.81021898,46.19708029,2.656934307,2.617647059,8,2016
Arkansas,34.969704,-92.373123,18.90322581,38.74193548,4.741935484,4.806451613,8,2016
California,36.116203,-119.681564,16.09310345,39.62528736,3.003448276,3.564367816,8,2016
Colorado,39.059811,-105.311104,34.4516129,54.4516129,10.83870968,6.096774194,8,2016
Connecticut,41.597782,-72.755371,17.20967742,34.24193548,2.032258065,5.016129032,8,2016
Country Of Mexico,34.840515,-106.248482,21.58928571,30.57142857,4.267857143,3.233333333,8,2016
District Of Columbia,38.897438,-77.026817,37.83870968,46.51612903,16.25806452,12.12903226,8,2016
Florida,27.766279,-81.686783,9.31147541,27.54098361,3.62295082,4.426229508,8,2016
Illinois,40.349457,-88.986137,24.23275862,32.3362069,8.431034483,4.068965517,8,2016
Indiana,39.849426,-86.258278,20.03225806,40,6.161290323,5.387096774,8,2016
Iowa,42.011539,-93.210526,15.64516129,34.0483871,0.85483871,3.629032258,8,2016
Kansas,38.5266,-96.726486,24.87096774,39.12903226,18.83870968,4.451612903,8,2016
Louisiana,31.169546,-91.867805,20.51612903,30.83870968,8.612903226,3.903225806,8,2016
Maine,44.693947,-69.381927,10.22580645,23.9516129,3.14516129,1.661290323,8,2016
Maryland,39.063946,-76.802101,27.4516129,43.4516129,22.70967742,5.064516129,8,2016
Massachusetts,42.230171,-71.530106,26.25806452,28,4.548387097,1.903225806,8,2016
Missouri,38.456085,-92.288368,23.64516129,45.38709677,19.58064516,5.870967742,8,2016
New Hampshire,43.452492,-71.563896,12.24137931,28.62068966,15.48275862,6.931034483,8,2016
New Jersey,40.298904,-74.521011,28.12903226,39.74193548,14.93548387,2.580645161,8,2016
New York,42.165726,-74.948051,26.90990991,38.33333333,5.765765766,4.900900901,8,2016
North Carolina,35.630066,-79.806419,18.96774194,58.16129032,6.677419355,4.612903226,8,2016
North Dakota,47.528912,-99.784012,9.419354839,29.61290323,0.064516129,1.612903226,8,2016
Oklahoma,35.565342,-96.928917,6.867346939,42.87755102,1.36,1.632653061,8,2016
Oregon,44.572021,-122.070938,15.22580645,28.67741935,1.483870968,4.322580645,8,2016
Pennsylvania,40.590752,-77.209755,20.65607477,39.43551402,14.63738318,1.53271028,8,2016
South Carolina,33.856892,-80.945007,1.866666667,38.33333333,3.733333333,1.866666667,8,2016
Texas,31.054487,-97.563461,17.43434343,37.04545455,4.005050505,3.197969543,8,2016
Virginia,37.769337,-78.169968,21.45901639,42.43442623,12.91803279,3.827868852,8,2016
Wyoming,43.07597,-107.30249,5.741935484,40.61290323,0.064516129,0.870967742,8,2016
Arizona,34.048927,-111.431221,35.53333333,19.55833333,5.008333333,11.55833333,12,2016
Arkansas,34.969704,-92.373123,17.93548387,20.96774194,4.322580645,6.774193548,12,2016
California,36.116203,-119.681564,26.64812713,21.24631101,3.388195233,8.910329171,12,2016
Colorado,39.059811,-105.311104,39.25806452,20.83870968,10.80645161,9.258064516,12,2016
Connecticut,41.597782,-72.755371,28.77419355,17.58064516,17.25806452,5.35483871,12,2016
Country Of Mexico,34.840515,-106.248482,45.35294118,24.05882353,17,43,12,2016
District Of Columbia,38.897438,-77.026817,28.87096774,20.41935484,19,28.16129032,12,2016
Florida,27.766279,-81.686783,19.29032258,28.48387097,1.225806452,3.516129032,12,2016
Illinois,40.349457,-88.986137,29.65217391,10.89565217,9.634782609,4.304347826,12,2016
Kansas,38.5266,-96.726486,26.29032258,21.03225806,12.19354839,5.516129032,12,2016
Louisiana,31.169546,-91.867805,23.87096774,19.09677419,12.32258065,4.322580645,12,2016
Maine,44.693947,-69.381927,16.61290323,21.53225806,7.967741935,3.596774194,12,2016
Maryland,39.063946,-76.802101,25.09677419,16.5483871,12.74193548,6.129032258,12,2016
Massachusetts,42.230171,-71.530106,29.8,19.3,9.833333333,4.433333333,12,2016
New York,42.165726,-74.948051,26.16216216,18.2972973,18.45945946,5.702702703,12,2016
North Carolina,35.630066,-79.806419,22.22580645,19.5483871,8.322580645,5.887096774,12,2016
North Dakota,47.528912,-99.784012,15.68181818,21.09090909,1.409090909,1.954545455,12,2016
Oklahoma,35.565342,-96.928917,9.454545455,24.90909091,2.181818182,1.227272727,12,2016
Oregon,44.572021,-122.070938,21.27272727,21,2.863636364,6,12,2016
Pennsylvania,40.590752,-77.209755,29.61290323,13.35483871,10.32258065,6.64516129,12,2016
South Carolina,33.856892,-80.945007,5.068965517,27.44827586,4.724137931,1.137931034,12,2016
Tennessee,35.747845,-86.692345,3,29.12903226,2.967741935,2,12,2016
Texas,31.054487,-97.563461,23.99019608,21.40686275,4.833333333,5.18226601,12,2016
Virginia,37.769337,-78.169968,20.15053763,17.1827957,9.817204301,7,12,2016
Arizona,34.048927,-111.431221,40.05217391,28.56521739,4.608695652,10.45217391,2,2016
Arkansas,34.969704,-92.373123,22.86206897,25.37931034,3.827586207,6.344827586,2,2016
California,36.116203,-119.681564,27.90898204,28.95209581,3.750898204,8.699401198,2,2016
Colorado,39.059811,-105.311104,41.8,27.73333333,6.2,8.4,2,2016
Country Of Mexico,34.840515,-106.248482,46.8,25.36,5.22,28.34,2,2016
District Of Columbia,38.897438,-77.026817,31.29166667,23.375,19.58333333,19.04166667,2,2016
Florida,27.766279,-81.686783,17.65517241,33.06896552,5.706896552,2.465517241,2,2016
Illinois,40.349457,-88.986137,31.33962264,19.32075472,12.49056604,4.566037736,2,2016
Kansas,38.5266,-96.726486,50.125,10.625,8.9375,7.25,2,2016
Louisiana,31.169546,-91.867805,31.62068966,27.86206897,20.72413793,5.310344828,2,2016
Maine,44.693947,-69.381927,10.25,33.1875,4.875,2.5625,2,2016
Maryland,39.063946,-76.802101,23.24137931,19.87931034,15.5862069,7.172413793,2,2016
Massachusetts,42.230171,-71.530106,35.24137931,18.10344828,9.896551724,2.068965517,2,2016
New Jersey,40.298904,-74.521011,34.89655172,18.65517241,15.03448276,5.75862069,2,2016
New York,42.165726,-74.948051,36.73275862,19.60344828,28.43103448,6.956896552,2,2016
North Carolina,35.630066,-79.806419,28.51851852,27.37037037,27.44444444,6.092592593,2,2016
North Dakota,47.528912,-99.784012,25.33333333,27.8,0.266666667,3.066666667,2,2016
Oklahoma,35.565342,-96.928917,22.81578947,27.07894737,4.631578947,4.684210526,2,2016
Oregon,44.572021,-122.070938,23.24137931,20.10344828,4.482758621,9.896551724,2,2016
Pennsylvania,40.590752,-77.209755,33.68965517,17.34482759,16.96551724,6.724137931,2,2016
South Carolina,33.856892,-80.945007,7.068965517,33.24137931,10.27586207,1.551724138,2,2016
Texas,31.054487,-97.563461,26.21890547,30.60696517,5.482587065,3.960199005,2,2016
Wyoming,43.07597,-107.30249,9.413793103,39.86206897,1.827586207,0.482758621,2,2016
Arizona,34.048927,-111.431221,37.63114754,25.17213115,4.442622951,11.32786885,1,2016
Arkansas,34.969704,-92.373123,22.35483871,23.03225806,5.774193548,9.774193548,1,2016
California,36.116203,-119.681564,26.06639954,25.08471666,3.502575844,8.813287514,1,2016
Colorado,39.059811,-105.311104,55.93777778,19.27111111,14.97345133,11.92857143,1,2016
Country Of Mexico,34.840515,-106.248482,44.68965517,23.75862069,6.620689655,35.72413793,1,2016
District Of Columbia,38.897438,-77.026817,28,20.80645161,15.51612903,14.29032258,1,2016
Florida,27.766279,-81.686783,16.75806452,30.14516129,4.564516129,4.112903226,1,2016
Illinois,40.349457,-88.986137,26.83333333,15.2037037,12.40740741,4.648148148,1,2016
Kansas,38.5266,-96.726486,22.03225806,11.06451613,14.19354839,6.967741935,1,2016
Louisiana,31.169546,-91.867805,28.16129032,21,20.83870968,4.419354839,1,2016
Maine,44.693947,-69.381927,14.125,20.375,4.5,3.25,1,2016
Maryland,39.063946,-76.802101,30.41935484,18.48387097,19.03225806,9.032258065,1,2016
Massachusetts,42.230171,-71.530106,36.5483871,14.87096774,13.35483871,3.419354839,1,2016
New Jersey,40.298904,-74.521011,34.06451613,15.70967742,13.80645161,5.35483871,1,2016
New York,42.165726,-74.948051,35.23387097,17.44354839,28.15322581,6.935483871,1,2016
North Carolina,35.630066,-79.806419,29.90322581,23.90322581,13.70967742,6.580645161,1,2016
North Dakota,47.528912,-99.784012,22.12903226,23.58064516,0.709677419,3.064516129,1,2016
Oklahoma,35.565342,-96.928917,23.61290323,23.51612903,5.903225806,6.903225806,1,2016
Oregon,44.572021,-122.070938,19.74193548,20.09677419,3.129032258,8,1,2016
Pennsylvania,40.590752,-77.209755,34.13333333,13.93333333,21.06666667,5.8,1,2016
South Carolina,33.856892,-80.945007,6.838709677,26.61290323,10.77419355,1.516129032,1,2016
Texas,31.054487,-97.563461,25.80092593,24.29166667,8.097222222,4.828703704,1,2016
Wyoming,43.07597,-107.30249,11.38709677,33.51612903,0.419354839,1.612903226,1,2016
Arizona,34.048927,-111.431221,21.11956522,48.16304348,3.304347826,3.456521739,7,2016
Arkansas,34.969704,-92.373123,19.74193548,45.12903226,3.35483871,6.064516129,7,2016
California,36.116203,-119.681564,16.46347032,46.50684932,3.229452055,4.044520548,7,2016
Colorado,39.059811,-105.311104,37.06451613,69,14.03225806,5.612903226,7,2016
Connecticut,41.597782,-72.755371,20.9,58.4,2.116666667,5.283333333,7,2016
Country Of Mexico,34.840515,-106.248482,23.15384615,38.46153846,4.653846154,2.785714286,7,2016
District Of Columbia,38.897438,-77.026817,32.93548387,67.41935484,15.67741935,11.16129032,7,2016
Florida,27.766279,-81.686783,10.83870968,32.93548387,5.64516129,2.903225806,7,2016
Illinois,40.349457,-88.986137,24.11290323,38.97311828,8.752688172,3.521505376,7,2016
Indiana,39.849426,-86.258278,19.51612903,43.09677419,17.77419355,5.064516129,7,2016
Iowa,42.011539,-93.210526,14.46774194,34.4516129,2.225806452,3.596774194,7,2016
Kansas,38.5266,-96.726486,25.88888889,42.18518519,8.777777778,2.925925926,7,2016
Louisiana,31.169546,-91.867805,22.51612903,35.83870968,7.709677419,3.806451613,7,2016
Maine,44.693947,-69.381927,11.51612903,32.0483871,3.919354839,1.580645161,7,2016
Maryland,39.063946,-76.802101,25.38709677,65.77419355,21.5483871,4.774193548,7,2016
Massachusetts,42.230171,-71.530106,27.35483871,37.58064516,3.806451613,1,7,2016
Missouri,38.456085,-92.288368,21.64516129,53.61290323,18.96774194,4.419354839,7,2016
New Hampshire,43.452492,-71.563896,11.09677419,36.58064516,8.35483871,7.483870968,7,2016
New Jersey,40.298904,-74.521011,25.55555556,66.37037037,14,2.777777778,7,2016
New York,42.165726,-74.948051,29.6754386,63.90350877,8.061403509,3.912280702,7,2016
North Carolina,35.630066,-79.806419,19.93548387,61,8.774193548,3.967741935,7,2016
North Dakota,47.528912,-99.784012,10.48387097,31.80645161,0,2.064516129,7,2016
Oklahoma,35.565342,-96.928917,5.19047619,41.52380952,1.023809524,1.642857143,7,2016
Oregon,44.572021,-122.070938,12.26086957,28.17391304,1.217391304,3.130434783,7,2016
Pennsylvania,40.590752,-77.209755,20.00769231,52.64423077,18.38653846,2.430769231,7,2016
South Carolina,33.856892,-80.945007,2.285714286,38.71428571,2.071428571,2.071428571,7,2016
Texas,31.054487,-97.563461,14.28813559,30.79661017,4.783898305,2.076271186,7,2016
Virginia,37.769337,-78.169968,19.02459016,56.68852459,11.47540984,4.024590164,7,2016
Wyoming,43.07597,-107.30249,6.258064516,47.74193548,0.258064516,2.322580645,7,2016
Arizona,34.048927,-111.431221,35.88636364,58.23863636,3.715909091,4.988636364,6,2016
Arkansas,34.969704,-92.373123,16,37.36666667,2.666666667,8.466666667,6,2016
California,36.116203,-119.681564,19.27133758,53.91592357,3.90955414,4.551592357,6,2016
Colorado,39.059811,-105.311104,31.51724138,56.93103448,13.96551724,4.931034483,6,2016
Connecticut,41.597782,-72.755371,20.81666667,53.5,1.95,5.6,6,2016
Country Of Mexico,34.840515,-106.248482,29.39285714,44.10714286,6.964285714,7.071428571,6,2016
District Of Columbia,38.897438,-77.026817,31.06666667,56.43333333,14.46666667,14.26666667,6,2016
Florida,27.766279,-81.686783,10.33962264,35.09433962,4.094339623,1.716981132,6,2016
Illinois,40.349457,-88.986137,25.61016949,35.40677966,7.93220339,3.237288136,6,2016
Indiana,39.849426,-86.258278,15.9,39.96666667,11.16666667,6.866666667,6,2016
Iowa,42.011539,-93.210526,14.9,35.86,0.64,3.3,6,2016
Kansas,38.5266,-96.726486,26.10344828,37.44827586,7.344827586,5.310344828,6,2016
Louisiana,31.169546,-91.867805,21.46666667,32.3,8,3.2,6,2016
Maine,44.693947,-69.381927,9.438596491,30.64912281,3.350877193,3.140350877,6,2016
Maryland,39.063946,-76.802101,24.45454545,50.68181818,12.27272727,6.25,6,2016
Massachusetts,42.230171,-71.530106,31.1,36.53333333,3.733333333,2.266666667,6,2016
Missouri,38.456085,-92.288368,18.9,41.26666667,22.13333333,4.166666667,6,2016
New Hampshire,43.452492,-71.563896,12.63333333,34.73333333,1.533333333,7.233333333,6,2016
New Jersey,40.298904,-74.521011,27.73333333,62.46666667,17.76666667,3.6,6,2016
New York,42.165726,-74.948051,30.84166667,55.55833333,8.2,4.016666667,6,2016
North Carolina,35.630066,-79.806419,20.6,69.8,24.76666667,3.866666667,6,2016
North Dakota,47.528912,-99.784012,10.1,33.8,0.033333333,1.966666667,6,2016
Oregon,44.572021,-122.070938,12.19230769,26.69230769,1.269230769,3.423076923,6,2016
Pennsylvania,40.590752,-77.209755,20.53868195,50.58930277,16.61904762,2.610315186,6,2016
South Carolina,33.856892,-80.945007,2.533333333,43,2.5,2.066666667,6,2016
Texas,31.054487,-97.563461,13.72684086,30.38004751,3.227488152,1.957142857,6,2016
Virginia,37.769337,-78.169968,19.35849057,52.74528302,9.433962264,4.698113208,6,2016
Wyoming,43.07597,-107.30249,4.366666667,41.46666667,0.2,0.4,6,2016
Arizona,34.048927,-111.431221,42.02777778,40.62037037,4.314814815,6.962962963,3,2016
Arkansas,34.969704,-92.373123,18.09677419,34.83870968,4.193548387,5.709677419,3,2016
California,36.116203,-119.681564,26.34009009,36.24211712,3.838963964,6.158783784,3,2016
Colorado,39.059811,-105.311104,34.87096774,39.35483871,9.129032258,5.580645161,3,2016
Connecticut,41.597782,-72.755371,24,28.33333333,6.333333333,5,3,2016
Country Of Mexico,34.840515,-106.248482,45.29032258,30.08064516,4.14516129,18.59677419,3,2016
District Of Columbia,38.897438,-77.026817,37.61290323,34.4516129,17.32258065,9.161290323,3,2016
Florida,27.766279,-81.686783,13.51612903,41.72580645,4.661290323,1.790322581,3,2016
Illinois,40.349457,-88.986137,27.62337662,23.7012987,6.896103896,4.012987013,3,2016
Indiana,39.849426,-86.258278,10,31,0,6,3,2016
Iowa,42.011539,-93.210526,16,29,3,5,3,2016
Kansas,38.5266,-96.726486,46.61290323,13.22580645,12.51612903,7.548387097,3,2016
Louisiana,31.169546,-91.867805,30.48387097,35.29032258,16.29032258,4.129032258,3,2016
Maine,44.693947,-69.381927,10.35483871,35,6.096774194,2.387096774,3,2016
Maryland,39.063946,-76.802101,25.41935484,32.0483871,15.08064516,5.241935484,3,2016
Massachusetts,42.230171,-71.530106,36.06451613,27,9.129032258,2.451612903,3,2016
Missouri,38.456085,-92.288368,28,19,19,5,3,2016
New Hampshire,43.452492,-71.563896,35,0,17,10,3,2016
New Jersey,40.298904,-74.521011,33.51612903,29.22580645,8.387096774,3.483870968,3,2016
New York,42.165726,-74.948051,34.09708738,29.78640777,18.67961165,4.398058252,3,2016
North Carolina,35.630066,-79.806419,25.67741935,41.77419355,11.35483871,5.096774194,3,2016
North Dakota,47.528912,-99.784012,16.90322581,33.16129032,0.258064516,2.322580645,3,2016
Oklahoma,35.565342,-96.928917,20.55882353,35.02941176,6.323529412,4.264705882,3,2016
Oregon,44.572021,-122.070938,23.34482759,28.27586207,2.896551724,7.620689655,3,2016
Pennsylvania,40.590752,-77.209755,30.76595745,25.08510638,10.40425532,4.234042553,3,2016
South Carolina,33.856892,-80.945007,5.774193548,44.16129032,4.161290323,1.806451613,3,2016
Texas,31.054487,-97.563461,24.35436893,35.76699029,4.601941748,3.669902913,3,2016
Virginia,37.769337,-78.169968,30.5,7.75,6.5,7.25,3,2016
Wyoming,43.07597,-107.30249,7.35483871,41.4516129,2.709677419,0.225806452,3,2016
Arizona,34.048927,-111.431221,34.1452514,54.6424581,3.955307263,6.966292135,5,2016
Arkansas,34.969704,-92.373123,18.4516129,38.06451613,4.064516129,4.35483871,5,2016
California,36.116203,-119.681564,18.16945107,43.89618138,2.96300716,3.982100239,5,2016
Colorado,39.059811,-105.311104,35.61538462,48.76923077,10.38461538,5.076923077,5,2016
Connecticut,41.597782,-72.755371,21.14285714,38.98412698,1.698412698,4.492063492,5,2016
Country Of Mexico,34.840515,-106.248482,30.46153846,33.61538462,2.871794872,8.5,5,2016
District Of Columbia,38.897438,-77.026817,31.8,40.5,10.6,12.26666667,5,2016
Florida,27.766279,-81.686783,10.6,50.68571429,4.2,1.585714286,5,2016
Illinois,40.349457,-88.986137,25.76571429,32.81714286,5.817142857,3.28,5,2016
Indiana,39.849426,-86.258278,20.09677419,32.19354839,5.838709677,5.064516129,5,2016
Iowa,42.011539,-93.210526,16.98387097,38.01612903,1.322580645,3.790322581,5,2016
Kansas,38.5266,-96.726486,31.41935484,38,15.12903226,8,5,2016
Louisiana,31.169546,-91.867805,25.83870968,40.03225806,11.5483871,3.096774194,5,2016
Maine,44.693947,-69.381927,11.55172414,34.18965517,6.568965517,2.568965517,5,2016
Maryland,39.063946,-76.802101,23.68518519,43.03703704,7.37037037,5.574074074,5,2016
Massachusetts,42.230171,-71.530106,31.51612903,32.61290323,4.35483871,1,5,2016
Missouri,38.456085,-92.288368,28.87096774,36.83870968,13.83870968,5.096774194,5,2016
New Hampshire,43.452492,-71.563896,18.16129032,37.70967742,5.64516129,5.838709677,5,2016
New Jersey,40.298904,-74.521011,28.93548387,38.77419355,9.64516129,3.258064516,5,2016
New York,42.165726,-74.948051,27.68548387,38.27419355,8.306451613,3.766129032,5,2016
North Carolina,35.630066,-79.806419,20.33333333,50.86666667,18.13333333,3.916666667,5,2016
North Dakota,47.528912,-99.784012,11.41935484,36.90322581,0.35483871,2,5,2016
Oregon,44.572021,-122.070938,17.06666667,28.36666667,2.033333333,3.7,5,2016
Pennsylvania,40.590752,-77.209755,22.01085884,41.0207305,15.63116371,3.328726555,5,2016
South Carolina,33.856892,-80.945007,3.777777778,44.16666667,4.333333333,1.722222222,5,2016
Texas,31.054487,-97.563461,17.13513514,37.68468468,3.837837838,3.076576577,5,2016
Virginia,37.769337,-78.169968,19.67914439,41.87165775,8.534759358,4.204301075,5,2016
Wyoming,43.07597,-107.30249,6,42.17857143,0,1.857142857,5,2016
Arizona,34.048927,-111.431221,39.11864407,27.52542373,4.728813559,10.92372881,11,2016
Arkansas,34.969704,-92.373123,24.13333333,24.46666667,5.5,6.966666667,11,2016
California,36.116203,-119.681564,29.81046512,24.2872093,3.675581395,9.33255814,11,2016
Colorado,39.059811,-105.311104,34.8,21.7,9.4,10.13333333,11,2016
Connecticut,41.597782,-72.755371,26.06666667,18.1,9.6,5.3,11,2016
Country Of Mexico,34.840515,-106.248482,41.83333333,26.46666667,8.9,22.06666667,11,2016
District Of Columbia,38.897438,-77.026817,30.56666667,20.03333333,14.36666667,24.83333333,11,2016
Florida,27.766279,-81.686783,18.7,31.1,1.966666667,6.066666667,11,2016
